City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
49,Gotsu,JP,60.57,35.0,132.2167,Yurusato
50,Hobart,AU,62.26,-42.8794,147.3294,St Ives Hobart Accommodation Tasmania
51,Ambilobe,MG,68.43,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
52,Omsukchan,RU,0.23,62.5333,155.8,
53,Padang,ID,73.45,-0.9492,100.3543,Mercure Padang
54,Vaini,TO,76.55,-21.2,-175.2,Keleti Beach Resort
55,Nikolskoye,RU,33.69,59.7035,30.7861,Tourist House - Sablino
56,Itaituba,BR,81.16,-4.2761,-55.9836,Hotel Campos
57,Castro,BR,47.8,-24.7911,-50.0119,CHACARA BAILLY
58,Butaritari,KI,80.28,3.0707,172.7902,Isles Sunset Lodge
59,Esperance,AU,69.93,-33.8667,121.9,Hospitality Esperance
61,Talara,PE,63.37,-4.5772,-81.2719,Hostal Oro Negro
62,Plettenberg Bay,ZA,62.94,-34.0527,23.3716,Thanda Vista B&B
63,Ngerengere,TZ,67.86,-6.75,38.1167,Masurura Lodge
64,Olafsvik,IS,40.44,64.8945,-23.7142,Hotel Olafsvik
65,Katsuura,JP,70.41,35.1333,140.3,Katsuura Hotel Mikazuki
66,Saint-Philippe,RE,69.39,-21.3585,55.7679,Le four à pain
67,Kapaa,US,82.38,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
68,Makinsk,KZ,36.01,52.6292,70.4169,Bereke
69,Honiara,SB,84.36,-9.4333,159.95,Heritage Park Hotel
70,Matamoros,MX,78.93,25.5333,-103.25,Quinta Belem
71,Shaowu,CN,62.31,27.3409,117.4831,Yijie Express Hotel
72,Fairfield,US,58.66,41.2668,-73.3162,
73,Airai,TL,70.38,-8.9266,125.4092,
74,Langfang,CN,40.8,39.5097,116.6947,Wanda Realm Langfang
75,Victoria,HK,73.45,22.2855,114.1577,Mini Central
77,New Norfolk,AU,61.92,-42.7826,147.0587,The Shingles Riverside Cottages
78,Aksu,CN,46.35,41.1231,80.2644,Pudong Holiday Hotel
79,Faya,SA,59.43,18.3851,42.4509,شيلة نسايم
80,Qui Nhon,VN,73.89,13.7667,109.2333,Seagull Hotel
81,Lima,PE,63.97,-12.0432,-77.0282,Hotel Kamana
82,Kamina,CD,62.85,-8.7386,24.9906,LEANIF HOTEL RESTAURANT
83,Kirkwall,GB,47.97,58.9848,-2.9587,Kirkwall Hotel
84,Cape Town,ZA,66.9,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
85,Tahta,EG,66.16,26.7693,31.5021,فندق الزيات
86,San Vicente,AR,53.64,-26.6167,-54.1333,Complejo Turístico Farelluk
87,Vanderhoof,CA,31.78,54.0166,-124.0198,Vanderhoof Inn
88,La Ronge,CA,16.07,55.1001,-105.2842,Northland Motor Hotel
89,Guerrero Negro,MX,65.97,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
90,Nome,US,17.78,64.5011,-165.4064,Dredge 7 Inn
91,Clyde River,CA,19.63,70.4692,-68.5914,Qamaq Hotel
92,Avarua,CK,77.05,-21.2078,-159.775,Paradise Inn
93,Lincoln,US,70.56,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
94,Mahebourg,MU,74.25,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
95,Izumo,JP,58.95,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
96,Meadow Lake,US,56.12,34.8014,-106.5436,TumbleWeed RV Park
97,Jaicos,BR,79.36,-7.3592,-41.1378,Hotel Jaicós
98,Encheng,CN,67.23,22.1839,112.3026,Pinghu Hostel
99,Vorsma,RU,33.64,55.9856,43.2717,Ecopark Lesnoy Klyuch
101,Ballina,AU,71.02,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
102,Ponta Delgada,PT,70.5,37.7333,-25.6667,Vila Nova Hotel
103,Chuy,UY,54.7,-33.6971,-53.4616,Nuevo Hotel Plaza
104,Kamenka,RU,33.55,51.3223,42.7678,
105,Areka,ET,61.92,7.0667,37.7,Selam Hotel ሰላም ሆቴል
106,Provideniya,RU,17.47,64.3833,-173.3,
107,Tondano,ID,73.49,1.3038,124.9112,Villa Bella
108,Luau,AO,63.36,-10.7073,22.2247,Kimbo Hotel
109,Raga,SS,70.66,8.4596,25.678,
110,Yellowknife,CA,20.73,62.456,-114.3525,The Explorer Hotel
111,Changji,CN,39.99,44.0167,87.3167,Lvye Holiday Resort
112,Axim,GH,78.53,4.8699,-2.2405,Axim Beach Resort And Spa
113,Iqaluit,CA,0.59,63.7506,-68.5145,Frobisher Inn
114,Homer,US,36.77,59.6425,-151.5483,Beluga Lake Lodge
115,Sorong,ID,82.67,-0.8833,131.25,Waigo Splash Hotel
116,Longyearbyen,SJ,30.04,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
117,Mulchen,CL,65.93,-37.7167,-72.2333,Hotel Los Maitenes de Villalón
